timestamp,trade_side,quantity,price,TargetTime,ExpirationTime
2025-12-26 10:30:19,Down,84.0,0.67,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:19,Down,28.0,0.66,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:19,Down,56.0,0.67,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:19,Up,28.0,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:19,Up,28.0,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:21,Up,28.0,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:21,Up,18.0,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:21,Up,10.0,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:21,Up,5.0,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:21,Up,1.5,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:23,Up,21.5,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:23,Up,56.0,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:23,Up,14.701321,0.3200000190459075,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:23,Down,28.0,0.66,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:23,Down,2.411763,0.6600001741464646,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,17.0,0.35,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,13.0,0.35,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,5.04,0.36,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,8.0,0.36,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,11.0,0.35,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,5.0,0.35,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,28.0,0.36,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,10.0,0.35,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,56.0,0.35,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,20.0,0.36,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,18.01,0.35,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Down,28.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Down,28.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Down,28.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Down,28.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Down,28.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Down,28.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:25,Up,22.96,0.36,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:27,Down,8.35,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:27,Down,28.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:27,Up,28.0,0.33,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:27,Down,84.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:27,Down,28.0,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:27,Down,19.65,0.68,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:31,Up,2.483528,0.32000001610612,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:31,Up,1.470587,0.3200001088000914,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:31,Up,5.910445,0.33000002537879974,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:31,Down,56.0,0.67,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:33,Down,5.0,0.67,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:33,Down,23.0,0.67,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:33,Up,10.0,0.31,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:35,Up,17.44,0.3,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:35,Up,4.49,0.31,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:35,Up,5.51,0.31,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:35,Up,2.0,0.31,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:35,Up,1.51,0.31,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:35,Up,10.0,0.31,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:35,Down,5.0,0.69,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:35,Down,3.225805,0.6900001705000767,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:37,Up,0.1,0.3,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:37,Up,2.95714,0.3,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:37,Up,1.42857,0.3,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:37,Up,9.03,0.3,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:37,Up,10.29857,0.3,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:37,Up,25.0,0.29,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:37,Up,14.74,0.3,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:37,Up,28.0,0.3,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:39,Up,3.0,0.29,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:45,Down,15.93,0.72,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:45,Down,28.0,0.72,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:45,Down,4.17,0.71,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:47,Down,12.91,0.71,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:49,Down,14.97655,0.7100000333855261,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:49,Down,3.448274,0.7100001334000721,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:49,Up,22.2663,0.27,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:49,Up,2.712325,0.2700000921718452,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:51,Up,1.369862,0.27000018980014046,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:51,Up,3.01,0.27,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:51,Up,3.770818,0.2700000371272228,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:53,Up,28.0,0.28,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:55,Up,28.0,0.28,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:55,Up,84.0,0.27,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:30:55,Up,10.703559,0.2700000065398808,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:05,Down,28.0,0.7,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:05,Down,28.0,0.71,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:05,Down,28.0,0.71,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:05,Down,28.0,0.7,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:05,Down,28.0,0.7038321428571429,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:05,Down,28.0,0.7,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:11,Up,112.0,0.27,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:13,Up,1.369862,0.27000018980014046,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:13,Up,5.0,0.27,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:15,Up,1.51,0.27,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:15,Up,1.51,0.27,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:15,Up,17.55,0.27,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:29,Down,28.0,0.75,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:29,Down,28.0,0.74,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:29,Down,27.96,0.74,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:29,Down,28.0,0.75,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:35,Down,3.846152,0.7400001352000649,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:37,Up,11.0,0.24,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:37,Up,1.2987,0.23,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:37,Up,8.103895,0.2300000185096179,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:37,Up,1.2987,0.23,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:37,Up,1.2987,0.23,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:39,Down,28.0,0.77,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:45,Down,28.0,0.77,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:45,Up,8.101261,0.21000002345313895,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:45,Up,19.89,0.21,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:45,Up,28.0,0.21,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:47,Down,2.345651,0.7700003112142428,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:47,Up,1.21,0.2,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:49,Up,20.0,0.2,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:49,Up,1.25,0.2,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:49,Up,1.3375,0.2,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:49,Up,5.625,0.2,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:53,Up,15.53,0.19,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:53,Up,14.47,0.19,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:53,Up,12.47,0.19,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:31:53,Up,13.53,0.19,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:05,Down,6.388887,0.8200001033043783,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:05,Down,19.0,0.81,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:05,Down,28.0,0.81,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:07,Down,28.0,0.82,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:07,Down,3.08,0.82,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:07,Down,18.53,0.82,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:07,Down,28.0,0.82,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:07,Down,5.555554,0.8200001296000363,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:11,Down,1.51,0.81,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:11,Down,5.315788,0.8100001354455821,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:11,Down,1.11,0.81,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:29,Up,12.96,0.15,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:31,Up,15.04,0.15,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:31,Up,56.0,0.15,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:31,Up,56.0,0.14,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:35,Up,56.0,0.13,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:37,Down,56.0,0.87,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:39,Down,1.11,0.86,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:39,Down,20.0,0.86,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:39,Down,6.89,0.86,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:39,Down,28.0,0.86,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:39,Down,0.467141,0.860001584104157,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:41,Down,14.285713,0.8600000574000052,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:41,Down,7.857141,0.8600000941818404,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:32:43,Down,21.4,0.86,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:35:39,Up,3.72,0.08,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:35:39,Up,10.57,0.08,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:35:39,Up,5.0,0.08,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:35:39,Up,19.271737,0.08000000207557835,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:03,Down,28.0,0.91,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:07,Down,84.0,0.9,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:15,Up,4.71,0.09,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:15,Up,56.0,0.09,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:15,Up,23.29,0.09,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:37,Up,28.0,0.06,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:37,Up,28.0,0.06,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:47,Down,196.0,0.93,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:47,Down,22.53,0.92,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:49,Up,28.0,0.06,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,10.0,0.06,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,1.382966,0.06000002892334302,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,1.382966,0.06000002892334302,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,1.382966,0.06000002892334302,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,1.095733,0.06000001825262176,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,1.382966,0.06000002892334302,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,1.382966,0.06000002892334302,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,1.382966,0.06000002892334302,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Down,14.285713,0.9300000637000058,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,1.382966,0.06000002892334302,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,7.17,0.06,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:51,Up,84.0,0.06,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:36:53,Down,13.71,0.93,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:05,Up,27.0,0.05,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:05,Up,189.0,0.04,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:11,Down,1.51,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:11,Down,27.0,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:11,Down,22.7,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:17,Down,2.79,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:17,Down,24.16,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:19,Down,10.0,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:29,Down,16.854,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:33,Down,10.14,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:33,Down,25.7,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:35,Down,20.0,0.95,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:37,Up,27.0,0.03,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:57,Down,3.56,0.96,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:59,Up,12.44,0.03,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:37:59,Up,1.0309,0.03,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:38:01,Down,23.44,0.96,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:38:05,Up,1.154633,0.030000008660760604,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:38:05,Up,12.36,0.03,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:39:37,Up,26.0,0.02,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:40:49,Down,24.0,0.99,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:40:51,Down,24.0,0.99,2025-12-26 10:30:00,2025-12-26 10:45:00
2025-12-26 10:45:19,Down,0.27,0.45,2025-12-26 10:45:00,2025-12-26 11:00:00
2025-12-26 10:45:19,Up,3.127658,0.5300000831292936,2025-12-26 10:45:00,2025-12-26 11:00:00
2025-12-26 10:45:19,Up,12.0,0.53,2025-12-26 10:45:00,2025-12-26 11:00:00
2025-12-26 10:45:19,Down,24.0,0.45,2025-12-26 10:45:00,2025-12-26 11:00:00
2025-12-26 10:45:23,Up,13.454443,0.5500000260137116,2025-12-26 10:45:00,2025-12-26 11:00:00
2025-12-26 10:45:23,Down,4.42,0.44,2025-12-26 10:45:00,2025-12-26 11:00:00
2025-12-26 10:45:23,Down,21.785713,0.44000001285245977,2025-12-26 10:45:00,2025-12-26 11:00:00
2025-12-26 10:45:23,Up,1.23,0.55,2025-12-26 10:45:00,2025-12-26 11:00:00
