timestamp,trade_side,quantity,price,TargetTime,ExpirationTime
2026-01-01 16:45:25,Up,16.756665,0.5200000119355492,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:25,Down,1.85185,0.46,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:25,Down,12.618886,0.4600000348683711,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:27,Down,3.61111,0.46000011076926484,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:27,Down,3.61111,0.46000011076926484,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Down,20.777221,0.4600000163640749,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Down,13.08,0.46,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Down,19.160739,0.4600000031314032,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Down,3.6,0.46,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Down,14.918517,0.4600000120655424,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Down,6.94,0.46,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Down,56.0,0.46,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Down,1.89,0.46,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:29,Up,0.106381,0.5300006580122391,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:31,Up,56.0,0.53,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:31,Up,27.89,0.53,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:31,Up,22.11,0.53,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:31,Up,5.89,0.53,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:45:31,Up,19.0,0.53,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:46:13,Up,2.127658,0.5300001222000904,2026-01-01 16:45:00,2026-01-01 17:00:00
2026-01-01 16:46:13,Up,2.127658,0.5300001222000904,2026-01-01 16:45:00,2026-01-01 17:00:00
